id,audio_sec,true_text,pred_text,cer,wer,latency_sec,rtf,cpu_pct,ram_mb,sys_ram_pct
011_K00013347-BMG30-L1N2D1-E-K0KK-02305822,5.12,방학이라도 매일 학원을 가야하니 방학이 방학 같지 않다,방학이라도 매일 학원을 가야 아니 방학에 방학 같지 않다,0.1,0.375,5.308636903762817,1.0368431452661753,20.366666666666667,553.46484375,90.1
011_K00013347-BMG30-L1N2D1-E-K0KK-02306126,4.096,이빨에 마취를 하니 오른쪽 턱에 감각이 없다,이빨에 마치를 하니 오른쪽 타기 감각이 없다,0.125,0.2857142857142857,4.98123025894165,1.2161206686869264,20.866666666666667,555.8984375,90.0
011_K00013347-BMG30-L1N2D1-E-K0KK-02306437,4.096,오늘 밤 꿈속에서 국어시험 백 점 맞는 꿈을 꾸었다,오늘 밤 꿈속에서 9시간 100점 맞는 꿈을 꾸었다,0.21428571428571427,0.3333333333333333,5.157207489013672,1.2590838596224785,20.76111111111111,555.1015625,90.0
011_K00013347-BMG30-L1N2D1-E-K0KK-02307700,6.144,수업시간에 친구들과 번갈아 일기 릴레이를 했는데 가슴이 콩닥콩닥 거렸다,수업시간의 친구들과 번갈의 읽기 릴레이를 했는데 가슴이 콩닥콩닥거렸다,0.10256410256410256,0.5555555555555556,6.254717111587524,1.0180203632141154,20.805555555555557,546.3125,90.0
011_K00013347-BMG30-L1N2D1-E-K0KK-02308156,6.144,어머니가 새벽에 일어나셔서 김밥을 싸 주셨는데 진짜 맛있었다,어머니가 새벽에 일어나셔서 김밥을 싸주셨는데 진짜 맛있었다,0.030303030303030304,0.25,5.6085333824157715,0.9128472302109003,20.805555555555557,555.1328125,90.2
011_K00013347-BMG30-L1N2D1-E-K0KK-02675884,7.168,일본 유니버셜스튜디오에는 해리포터 구역이 따로 있어서 내가 책 속의 주인공이 된 느낌이다,일본 유니버저 스튜디오 뒤에 있는 해리포터 구역이 따로 있어서 내가 책 속의 주인공이 된 느낌이다,0.12244897959183673,0.3333333333333333,5.164085865020752,0.720436086079904,19.37222222222222,546.18359375,90.6
011_K00013347-BMG30-L1N2D1-E-K0KK-02677756,4.096,치과에 가서 교정 진료를 받았다,직화에 가서 교정 진료를 받았다,0.11764705882352941,0.2,4.881710052490234,1.1918237432837486,19.383333333333333,557.44140625,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02678220,5.12,"이번 시간에는 ""고무줄 마술"" 이라는 책을 읽고 고무줄로 직접 마술을 해 보았다",이번 시간에는 고모즐 마술이라는 책을 읽고 고모즐로 직접 마술을 해보았다,0.18181818181818182,0.5,5.196628570556641,1.0149665176868439,20.98888888888889,547.2578125,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02679103,7.168,스케이트를 처음 탈 때 내 발과 스케이트가 맞지 않아 물집이 생겨 고생했던 적이 있다,스케이트를 처음 탈 때 내 발과 스케이트가 맞지 않아 물집에 생겨 고생했던 적이 있다,0.02127659574468085,0.07142857142857142,2.9219563007354736,0.40763899284814087,21.922222222222224,546.421875,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02679218,8.192,지금은 스케이트를 제법 잘 타서 하루 종일 스케이트 신발을 신고 얼음 위에서 재미있게 놀 수 있다,친구는 스케이트를 제법 잘 타서 하루 종일 스케이트 신발을 신고 얼음 위에서 재미있게 놀 수 있다,0.05555555555555555,0.0625,3.0422122478485107,0.37136379978619516,21.772222222222222,556.62109375,91.4
011_K00013347-BMG30-L1N2D1-E-K0KK-02679264,6.144,그래도 오랜만에 타는 스케이트라서 조심해서 빙판을 천천히 나아갔다,그래도 오랜만에 타는 스케이트라서 조심해서 빙판을 천천히 나아갔다,0.0,0.0,2.777618169784546,0.45208629065503675,22.066666666666666,548.44921875,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02823700,4.096,학교에서 양평에 있는 수목원으로 체험학습을 간다,학교에서 양평에 있는 스모건으로 체험학습을 간다,0.11538461538461539,0.16666666666666666,2.739809036254883,0.6688986904919147,21.938888888888886,556.390625,91.1
011_K00013347-BMG30-L1N2D1-E-K0KK-02824385,5.12,주말에는 엄마아빠 동생과 한강공원에 자전거를 타러 가기로 했다,주말에는 엄마 아빠 동생과 한강공원에 자전거를 타러 가기로 했다,0.029411764705882353,0.25,2.842562437057495,0.555187975987792,22.12777777777778,556.12109375,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02825095,6.144,가끔 산에서 새들이 날아 와 우리 과수원의 과일들을 쪼아 먹었다,가끔 산에서 새들이 나라와 우리 과수언니 과일을 쫓아 먹었다,0.2,0.5,2.9024763107299805,0.4724082536995411,21.77777777777778,555.8359375,91.3
011_K00013347-BMG30-L1N2D1-E-K0KK-02825322,5.12,나는 해가 뜨고 나서부터 질 때까지 열심히 공부를 했다,나는 해가 뜨거워 나서부터 질 때까지 열심히 공부를 했다,0.06666666666666667,0.1111111111111111,2.822364568710327,0.5512430798262358,21.983333333333334,547.20703125,91.2
011_K00013347-BMG30-L1N2D1-E-K0KK-02826260,5.12,동생이 미술학원을 간다 해서 학원 앞에까지 데려다 줬다,동생이 미술 학원을 간다 해서 학원 앞에까지 데려다 줬다,0.03333333333333333,0.25,2.8294503688812256,0.5526270251721144,22.0,546.40625,90.9
011_K00013347-BMG30-L1N2D1-E-K0KK-02826345,5.12,지우개와 연필은 환상의 짝꿍이라서 항상 필통 속에 함께 있다,6에 연필을 환상의 짝꿍이라서 항상 필통속에 함께 있다,0.18181818181818182,0.4444444444444444,2.859553337097168,0.5585065111517906,21.88888888888889,546.42578125,90.8
